Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty,Package,Series,"Part Status","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Termination","Mounting Type","Package / Case","Lead Spacing","Size / Dimension","Height - Seated (Max)","Operating Temperature"
"//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/XH414HG,%20XH409HG.pdf","//media.digikey.com/photos/Seiko%20Instr%20Photos/XH414HG-IV01E.JPG","728-1050-2-ND,728-1050-1-ND,728-1050-6-ND","XH414HG-IV01E","Seiko Instruments","Seiko Instruments","CAP 80MF 3.3V SURFACE MNT","10,211","2.54","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","XH-HG","Not For New Designs","80 mF","-","3.3 V","-","-","SMD (SMT) Tabs","Surface Mount","Coin, Wide and Corner Terminals","-","0.189"" Dia (4.80mm)","0.073"" (1.85mm)","-20°C ~ 60°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dsk414_e.pdf","//media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg","604-1148-2-ND,604-1148-1-ND,604-1148-6-ND","DSK-3R3H703T414-HRL","Elna America","Elna America","CAP 70MF -20% +80% 3.3V SMD","2,822","2.58","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","DSK","Active","70 mF","-20%, +80%","3.3 V","100Ohm","500 Hrs @ 70°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.189"" Dia (4.80mm)","0.085"" (2.16mm)","-10°C ~ 70°C"
"//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/CPH3225A_CP3225A.pdf","//media.digikey.com/Renders/Seiko%20Instr%20Renders/CPH3225A%201210%20%283225%20Metric%29.jpg","728-1067-2-ND,728-1067-1-ND,728-1067-6-ND","CPH3225A-2K","Seiko Instruments","Seiko Instruments","CAP 11MF 3.3V SURFACE MNT","25,436","2.68","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CPH3225A","Active","11 mF","-","3.3 V","-","-","SMD (SMT) Tabs","Surface Mount","1210 (3225 Metric)","-","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.035"" (0.90mm)","-"
"https://api.kemet.com/component-edge/download/datasheet/FC0H473ZFTBR24.pdf","//media.digikey.com/Photos/Kemet%20Photos/FC-SERIES-10.50mm.jpg","399-10938-2-ND,399-10938-1-ND,399-10938-6-ND","FC0H473ZFTBR24","KEMET","KEMET","CAP 47MF -20% +80% 5.5V SMD","13,548","2.95","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","FC","Active","47 mF","-20%, +80%","5.5 V","50Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.413"" Dia (10.50mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/ds_e.pdf","//media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg","604-1160-2-ND,604-1160-1-ND,604-1160-6-ND","DSK-3R3H334T-HL","Elna America","Elna America","CAP 330MF -20% +80% 3.3V SMD","0","2.84","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","DSK","Active","330 mF","-20%, +80%","3.3 V","200Ohm","500 Hrs @ 60°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.268"" Dia (6.80mm)","0.118"" (3.00mm)","-10°C ~ 60°C"
"https://www.cde.com/resources/catalogs/DGH-series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_DGH.JPG","1572-1758-ND","DGH105Q2R7","Illinois Capacitor","Illinois Capacitor","CAPACITOR 1F -10% +30% 2.7V TH","9,225","1.45","0","1","Bulk","DGH","Active","1 F","-10%, +30%","2.7 V","200mOhm","1500 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.571"" (14.50mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-hv-supercapacitors-cylindrical-cells-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/HV0810-2R7105-R.JPG","283-4198-ND","HV0810-2R7105-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 1F -10% +30% 2.7V T/H","73,104","1.71","0","1","Bulk","HV","Active","1 F","-10%, +30%","2.7 V","200mOhm @ 100Hz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.532"" (13.50mm)","-40°C ~ 65°C"
"https://api.kemet.com/component-edge/download/datasheet/FC0H224ZFTBR24.pdf","//media.digikey.com/Photos/Kemet%20Photos/FC-SERIES-10.50mm.jpg","399-10941-2-ND,399-10941-1-ND,399-10941-6-ND","FC0H224ZFTBR24","KEMET","KEMET","CAP 220MF -20% +80% 5.5V SMD","10,363","3.91","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","FC","Active","220 mF","-20%, +80%","5.5 V","25Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.413"" Dia (10.50mm)","0.335"" (8.50mm)","-25°C ~ 70°C"
"https://api.kemet.com/component-edge/download/datasheet/FC0V474ZFTBR24.pdf","//media.digikey.com/Photos/Kemet%20Photos/FC-SERIES-10.50mm.jpg","399-10942-2-ND,399-10942-1-ND,399-10942-6-ND","FC0V474ZFTBR24","KEMET","KEMET","CAP 470MF -20% +80% 3.5V SMD","19,126","4.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","FC","Active","470 mF","-20%, +80%","3.5 V","25Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.413"" Dia (10.50mm)","0.335"" (8.50mm)","-25°C ~ 70°C"
"https://www.cde.com/resources/catalogs/DGH-series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_DGH.JPG","1572-1775-ND","DGH305Q2R7","Illinois Capacitor","Illinois Capacitor","CAPACITOR 3F -10% +30% 2.7V TH","11,348","2.01","0","1","Bulk","DGH","Active","3 F","-10%, +30%","2.7 V","80mOhm","1500 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.846"" (21.50mm)","-40°C ~ 65°C"
"https://www.cde.com/resources/catalogs/DGH-series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_DGH.JPG","1572-1765-ND","DGH335Q2R7","Illinois Capacitor","Illinois Capacitor","CAPACITOR 3.3F -10% +30% 2.7V TH","3,759","2.01","0","1","Bulk","DGH","Active","3.3 F","-10%, +30%","2.7 V","80mOhm","1500 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.846"" (21.50mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-b-supercapacitors-cylindrical-cells-data-sheet.pdf","//media.digikey.com/photos/Cooper%20Bussmann%20Photos/B%20SERIES%2012.0H,5.5D.jpg","283-2775-ND","B0510-2R5224-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 220MF -20% +80% 2.5V T/H","5,481","2.42","0","1","Bulk","B","Active","220 mF","-20%, +80%","2.5 V","2Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.079"" (2.00mm)","0.217"" Dia (5.50mm)","0.472"" (12.00mm)","-25°C ~ 70°C"
"https://api.kemet.com/component-edge/download/datasheet/FYD0H104ZF.pdf","//media.digikey.com/Photos/Kemet%20Photos/FYD0H104ZF.jpg","399-10797-ND","FYD0H104ZF","KEMET","KEMET","CAP 100MF -20% +80% 5.5V T/H","7,505","2.45","0","1","Bulk","FYD","Active","100 mF","-20%, +80%","5.5 V","100Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.512"" Dia (13.00mm)","0.335"" (8.50mm)","-25°C ~ 70°C"
"https://products.nichicon.co.jp/en/pdf/XJA046/e-juw.pdf","//media.digikey.com/Photos/Nichicon%20Photos/JUWT1155MPD.jpg","493-4331-ND","JUWT1155MPD","Nichicon","Nichicon","CAP 1.5F 20% 2.7V T/H","1,255","2.47","0","1","Bulk","EVerCAP® JUW","Active","1.5 F","±20%","2.7 V","3Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.512"" (13.00mm)","-25°C ~ 70°C"
"https://www.tecategroup.com/products/data_sheet.php?i=TPLH-2R7/12WR10X30","//media.digikey.com/Photos/TecateGroup/MFG_TPLH-2R7-Series.jpg","2085-TPLH-2R7/12WR10X30-ND","TPLH-2R7/12WR10X30","Tecate Group","Tecate Group","CAP 12F 2.7V THROUGH HOLE","15,364","2.5","0","1","Bulk","TPLH-2R7","Active","12 F","-","2.7 V","36mOhm @ 1kHz","1500 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.260"" (32.00mm)","-40°C ~ 85°C"
"https://www.tecategroup.com/products/data_sheet.php?i=TPL-10/10X30F","//media.digikey.com/Photos/TecateGroup/MFG_TPL-10-10X30F.jpg","2085-TPL-10/10X30F-ND","TPL-10/10X30F","Tecate Group","Tecate Group","CAP 10F -10% +20% 2.7V T/H","27,730","2.5","0","1","Bulk","TPL","Active","10 F","-10%, +20%","2.7 V","60mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.240"" (31.50mm)","-40°C ~ 85°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dxj_e.pdf","//media.digikey.com/photos/Elna%20America%20Photos/DXJ-5R5H334U.JPG","604-1082-ND","DXJ-5R5H334U","Elna America","Elna America","CAP 330MF -20% +80% 5.5V T/H","21,458","2.87","0","1","Bulk","DXJ","Active","330 mF","-20%, +80%","5.5 V","150Ohm","1000 Hrs @ 85°C","PC Pins","Through Hole","Axial, Can - Horizontal","0.394"" (10.00mm)","0.453"" Dia (11.50mm)","0.217"" (5.50mm)","-10°C ~ 85°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-hv-supercapacitors-cylindrical-cells-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/HV1020-2R7505-R.JPG","283-4203-ND","HV1020-2R7505-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 5F -10% +30% 2.7V T/H","35,783","3.07","0","1","Bulk","HV","Active","5 F","-10%, +30%","2.7 V","40mOhm @ 100Hz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.878"" (22.30mm)","-40°C ~ 65°C"
"https://www.cde.com/resources/catalogs/DGH-series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_DGH.JPG","1572-1759-ND","DGH106Q2R7","Illinois Capacitor","Illinois Capacitor","CAPACITOR 10F -10% +30% 2.7V TH","17,951","3.33","0","1","Bulk","DGH","Active","10 F","-10%, +30%","2.7 V","40mOhm","1500 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.260"" (32.00mm)","-40°C ~ 65°C"
"https://www.cde.com/resources/catalogs/DGH-series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/DGHx55Q5R5.jpg","1572-1776-ND","DGH504Q5R5","Illinois Capacitor","Illinois Capacitor","CAP 500MF -10% +30% 5.5V TH","693","3.33","0","1","Bulk","DGH","Active","500 mF","-10%, +30%","5.5 V","400mOhm","1500 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.472"" (12.00mm)","0.669"" L x 0.335"" W (17.00mm x 8.50mm)","0.630"" (16.00mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-hv-supercapacitors-cylindrical-cells-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/HV0830-2R7605-R.JPG","283-4204-ND","HV0830-2R7605-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 6F -10% +30% 2.7V T/H","2,774","3.4","0","1","Bulk","HV","Active","6 F","-10%, +30%","2.7 V","40mOhm @ 100Hz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","1.220"" (31.00mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-pb%20supercapacitors-cylindrical-pack-data-sheet.pdf","//media.digikey.com/photos/Cooper%20Bussmann%20Photos/PB%20SERIES%2013.0H,10.8L.jpg","283-2788-ND","PB-5R0V104-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 100MF -20% +80% 5V T/H","16,150","3.61","0","1","Bulk","PB","Active","100 mF","-20%, +80%","5 V","4Ohm @ 100Hz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.287"" (7.30mm)","0.445"" L x 0.236"" W (11.30mm x 6.00mm)","0.512"" (13.00mm)","-25°C ~ 70°C"
"https://www.tecategroup.com/products/data_sheet.php?i=TPL-25/16X26F","//media.digikey.com/Photos/TecateGroup/MFG_TPL-11_10X30F.jpg","2085-TPL-25/16X26F-ND","TPL-25/16X26F","Tecate Group","Tecate Group","CAP 25F -10% +20% 2.7V T/H","3,960","3.68","0","1","Bulk","TPL","Active","25 F","-10%, +20%","2.7 V","28mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.083"" (27.50mm)","-40°C ~ 85°C"
"https://www.cde.com/resources/catalogs/DGH-series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/DGHx55Q5R5.jpg","1572-1772-ND","DGH155Q5R5","Illinois Capacitor","Illinois Capacitor","CAPACITOR 1.5F -10% +30% 5.5V TH","3,764","3.74","0","1","Bulk","DGH","Active","1.5 F","-10%, +30%","5.5 V","160mOhm","1500 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.472"" (12.00mm)","0.669"" L x 0.335"" W (17.00mm x 8.50mm)","0.945"" (24.00mm)","-40°C ~ 65°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dx_e.pdf","//media.digikey.com/Photos/Elna%20America%20Photos/DX-5R5V105U.jpg","604-1033-ND","DX-5R5V105U","Elna America","Elna America","CAP 1F -20% +80% 5.5V T/H","5,867","3.78","0","1","Bulk","DX","Active","1 F","-20%, +80%","5.5 V","30Ohm","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.748"" Dia (19.00mm)","0.827"" (21.00mm)","-25°C ~ 70°C"
"http://datasheets.avx.com/AVX-SCC-3.0V.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCC-SHRK-WRP.jpg","478-11288-ND","SCCT20E106SRB","AVX Corporation","AVX Corporation","CAPACITOR 10F -10% +30% 3V T/H","1,258","3.8","0","1","Bulk","SCC","Active","10 F","-10%, +30%","3 V","50mOhm @ 1kHz","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.217"" (5.50mm)","0.492"" Dia (12.50mm)","0.866"" (22.00mm)","-40°C ~ 65°C"
"https://www.cde.com/resources/catalogs/DGH-series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/DGHx55Q5R5.jpg","1572-1771-ND","DGH105Q5R5","Illinois Capacitor","Illinois Capacitor","CAPACITOR 1F -10% +30% 5.5V TH","10,454","3.9","0","1","Bulk","DGH","Active","1 F","-10%, +30%","5.5 V","260mOhm","1500 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.472"" (12.00mm)","0.669"" L x 0.335"" W (17.00mm x 8.50mm)","0.709"" (18.00mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-hb-supercapacitor-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/HB1030-2R5106-R.jpg","283-3126-ND","HB1030-2R5106-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 10F -10% +30% 2.5V T/H","43,375","3.94","0","1","Bulk","HB","Active","10 F","-10%, +30%","2.5 V","60mOhm @ 100Hz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.413"" Dia (10.50mm)","1.240"" (31.50mm)","-25°C ~ 70°C"
"https://www.cde.com/resources/catalogs/DGH-series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/DGHx55Q5R5.jpg","1572-1774-ND","DGH255Q5R5","Illinois Capacitor","Illinois Capacitor","CAPACITOR 2.5F -10% +30% 5.5V TH","5,259","4.18","0","1","Bulk","DGH","Active","2.5 F","-10%, +30%","5.5 V","140mOhm","1500 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.610"" (15.50mm)","0.827"" L x 0.433"" W (21.00mm x 11.00mm)","0.945"" (24.00mm)","-40°C ~ 65°C"
"https://www.cde.com/resources/catalogs/DGH-series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_DGH.JPG","1572-1764-ND","DGH256Q2R7","Illinois Capacitor","Illinois Capacitor","CAPACITOR 25F -10% +30% 2.7V TH","4,298","4.25","0","1","Bulk","DGH","Active","25 F","-10%, +30%","2.7 V","25mOhm","1500 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.063"" (27.00mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-pb%20supercapacitors-cylindrical-pack-data-sheet.pdf","//media.digikey.com/photos/Cooper%20Bussmann%20Photos/PB%20SERIES%2013.0H,16.8L.jpg","283-2790-ND","PB-5R0V474-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 470MF -20% +80% 5V T/H","22,769","4.27","0","1","Bulk","PB","Active","470 mF","-20%, +80%","5 V","1Ohm @ 100Hz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.465"" (11.80mm)","0.681"" L x 0.354"" W (17.30mm x 9.00mm)","0.571"" (14.50mm)","-25°C ~ 70°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-pb%20supercapacitors-cylindrical-pack-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/PB-5R0H104-R.jpg","283-3489-ND","PB-5R0H104-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 100MF -20% +80% 5V T/H","3,521","4.43","0","1","Bulk","PB","Active","100 mF","-20%, +80%","5 V","4Ohm @ 100Hz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.287"" (7.30mm)","0.512"" L x 0.445"" W (13.00mm x 11.30mm)","0.236"" (6.00mm)","-25°C ~ 70°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-kr-supercapacitors-coin-cells-data-sheet.pdf","//media.digikey.com/photos/Cooper%20Bussmann%20Photos/KR-5R5V334-R.jpg","283-2813-ND","KR-5R5V224-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 220MF -20% +80% 5.5V T/H","1,074","4.43","0","1","Bulk","KR","Active","220 mF","-20%, +80%","5.5 V","75Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.453"" Dia (11.50mm)","0.492"" (12.50mm)","-25°C ~ 70°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-kr-supercapacitors-coin-cells-data-sheet.pdf","//media.digikey.com/photos/Cooper%20Bussmann%20Photos/KR-5R5H474-R.jpg","283-2819-ND","KR-5R5H224-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 220MF -20% +80% 5.5V T/H","163","4.43","0","1","Bulk","KR","Active","220 mF","-20%, +80%","5.5 V","75Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Horizontal","0.394"" (10.00mm)","0.453"" Dia (11.50mm)","0.197"" (5.00mm)","-25°C ~ 70°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-hv-supercapacitors-cylindrical-cells-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/HV1030-2R7106-R.JPG","283-4202-ND","HV1030-2R7106-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 10F -10% +30% 2.7V T/H","13,511","4.46","0","1","Bulk","HV","Active","10 F","-10%, +30%","2.7 V","34mOhm @ 100Hz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.240"" (31.50mm)","-40°C ~ 65°C"
"https://datasheets.avx.com/AVX-SCM.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCM-SHRK-WRP.jpg","478-11297-ND","SCMQ14F474PRBA0","AVX Corporation","AVX Corporation","CAP 470MF 0% +100% 5.5V T/H","1,388","4.46","0","1","Bulk","SCM","Active","470 mF","0%, +100%","5.5 V","500mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.354"" (9.00mm)","0.535"" L x 0.248"" W (13.60mm x 6.30mm)","0.610"" (15.50mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-tv-supercapacitors-cylindrical-cells-data-sheet.pdf","//media.digikey.com/Photos/Eaton%20Bussmann/MFG_TV_Supercap_Hero.jpg","283-4668-ND","TV1030-3R0106-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 10F -10% +30% 3V T/H","300","4.47","0","1","Bulk","TV","Active","10 F","-10%, +30%","3 V","26mOhm","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.413"" Dia (10.50mm)","1.240"" (31.50mm)","-40°C ~ 85°C"
"https://datasheets.avx.com/AVX-SCM.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCM-SHRK-WRP.jpg","478-11482-ND","SCMQ14C474PRBA0","AVX Corporation","AVX Corporation","CAP 470MF 0% +100% 5V T/H","174","4.52","0","1","Bulk","SCM","Active","470 mF","0%, +100%","5 V","400mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.354"" (9.00mm)","0.535"" L x 0.248"" W (13.60mm x 6.30mm)","0.610"" (15.50mm)","-40°C ~ 85°C"
"https://api.kemet.com/component-edge/download/datasheet/FC0H474ZFTBR32-SS.pdf","//media.digikey.com/Photos/Kemet%20Photos/FC0H474ZFTBR32-SS.JPG","399-13095-2-ND,399-13095-1-ND,399-13095-6-ND","FC0H474ZFTBR32-SS","KEMET","KEMET","CAP 470MF -20% +80% 5.5V SMD","7,402","7.06","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","FC","Active","470 mF","-20%, +80%","5.5 V","13Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.630"" Dia (16.00mm)","0.374"" (9.50mm)","-25°C ~ 70°C"
"http://www.maxwell.com/images/documents/3V_10F_datasheet.pdf","//media.digikey.com/Photos/Maxwell%20Technologies%20Photos/MFG_BCAP000X.jpg","1182-1058-ND","BCAP0010 P300 X11","Maxwell Technologies Korea Co., Ltd.","Maxwell Technologies Korea Co., Ltd.","CAP 10F 3V THROUGH HOLE","2,526","4.58","0","1","Bulk","-","Active","10 F","-","3 V","25mOhm","-","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.240"" (31.50mm)","-40°C ~ 65°C"
"http://www.maxwell.com/images/documents/2_7_10F_ds_3001976_datasheet.pdf","//media.digikey.com/Photos/Maxwell%20Technologies%20Photos/BCAP0010-P270-S01.jpg","1182-1043-ND","BCAP0010 P270 S01","Maxwell Technologies Korea Co., Ltd.","Maxwell Technologies Korea Co., Ltd.","CAP 10F -10% +20% 2.7V T/H","46,659","4.63","0","1","Bulk","HC","Active","10 F","-10%, +20%","2.7 V","30mOhm","-","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.240"" (31.50mm)","-40°C ~ 65°C"
"https://datasheets.avx.com/AVX-SCM.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCM-SHRK-WRP.jpg","478-11299-ND","SCMR18F105PRBA0","AVX Corporation","AVX Corporation","CAP 1F 0% +100% 5.5V T/H","3,127","4.63","0","1","Bulk","SCM","Active","1 F","0%, +100%","5.5 V","250mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.453"" (11.50mm)","0.630"" L x 0.315"" W (16.00mm x 8.00mm)","0.768"" (19.50mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-pm-supercapacitors-cylindrical-pack-data-sheet.pdf","//media.digikey.com/photos/Cooper%20Bussmann%20Photos/pm-5r0v474-r.JPG","283-3014-ND","PM-5R0V474-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 470MF -20% +80% 5V T/H","4,671","4.7","0","1","Bulk","PM","Active","470 mF","-20%, +80%","5 V","500mOhm","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.465"" (11.80mm)","0.681"" L x 0.354"" W (17.30mm x 9.00mm)","0.571"" (14.50mm)","-40°C ~ 60°C"
"https://datasheets.avx.com/AVX-SCM.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCM-SHRK-WRP.jpg","478-11300-ND","SCMR22F155PRBA0","AVX Corporation","AVX Corporation","CAPACITOR 1.5F 0% +100% 5.5V T/H","5,132","4.77","0","1","Bulk","SCM","Active","1.5 F","0%, +100%","5.5 V","200mOhm @ 1kHz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.453"" (11.50mm)","0.630"" L x 0.315"" W (16.00mm x 8.00mm)","0.925"" (23.50mm)","-40°C ~ 65°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-phv-supercapacitors-cylindrical-pack-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/PHV-5R4V474-R.JPG","283-4191-ND","PHV-5R4V474-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 470MF -10% +30% 5.4V T/H","1,202","4.89","0","1","Bulk","PHV","Active","470 mF","-10%, +30%","5.4 V","400mOhm @ 100Hz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.465"" (11.80mm)","0.681"" L x 0.354"" W (17.30mm x 9.00mm)","0.571"" (14.50mm)","-40°C ~ 65°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dbn_e.pdf","//media.digikey.com/Photos/Elna%20America%20Photos/DB21%20SERIES.JPG","604-1003-ND","DB-5R5D105T","Elna America","Elna America","CAP 1F -20% +80% 5.5V T/H","23,915","4.94","0","1","Bulk","DB","Active","1 F","-20%, +80%","5.5 V","30Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.846"" Dia (21.50mm)","0.315"" (8.00mm)","-25°C ~ 70°C"
